"x"
"TMEM53"
"ARMH1"
"KIF2C"
"RPS8"
"BEST4"
"EIF2B3"
"HECTD3"
"ZSWIM5"
"MUTYH"
"TOE1"
"TESK2"
"PRDX1"
"AKR1A1"
"NASP"
"GPBP1L1"
"TMEM69"
"IPP"
"MAST2"
"TSPAN1"
"POMGNT1"
"RAD54L"
"LRRC41"
"UQCRH"
"NSUN4"
"FAAH"
"MKNK1"
"ATPAF1"
"EFCAB14"
"CYP4X1"
"CYP4A22-AS1"
"PDZK1IP1"
"STIL"
"CMPK1"
"LINC01389"
"SPATA6"
"AGBL4"
"FAF1"
"RNF11"
"TTC39A"
"EPS15"
"EPS15-AS1"
"OSBPL9"
"NRDC"
"TXNDC12"
"BTF3L4"
"ZFYVE9"
"CC2D1B"
"ORC1"
"PRPF38A"
"TUT4"
"SHISAL2A"
"ZYG11B"
"ECHDC2"
"SCP2"
"CPT2"
"CZIB"
"MAGOH"
"LRP8"
"NDC1"
"YIPF1"
"IFT25"
"LRRC42"
"TMEM59"
"TCEANC2"
"MRPL37"
"SSBP3"
"ACOT11"
"MROH7-TTC4"
"TTC22"
"DHCR24"
"USP24"
"PLPP3"
"PRKAA2"
"FYB2"
"DAB1"
"MYSM1"
"JUN"
"JUN-DT"
"FGGY"
"HOOK1"
"CYP2J2"
"LINC01748"
"ENSG00000231252"
"NFIA"
"TM2D1"
"PATJ"
"L1TD1"
"KANK4"
"USP1"
"DOCK7"
"DOCK7-DT"
"ATG4C"
"ALG6"
"ITGB3BP"
"EFCAB7"
"PGM1"
"ROR1"
"CACHD1"
"RAVER2"
"JAK1"
"AK4"
"DNAJC6"
"LEPR"
"PDE4B"
"SGIP1"
"DNAI4"
"MIER1"
"SLC35D1"
"IL23R"
"IL12RB2"
"SERBP1"
"GADD45A"
"GNG12"
"GNG12-AS1"
"WLS"
"DEPDC1"
"LRRC7"
"LRRC40"
"SRSF11"
"ANKRD13C"
"CTH"
"ZRANB2"
"NEGR1"
"CRYZ"
"TYW3"
"SLC44A5"
"ACADM"
"RABGGTB"
"MSH4"
"ST6GALNAC3"
"ST6GALNAC5"
"PIGK"
"ZZZ3"
"USP33"
"MIGA1"
"NEXN"
"FUBP1"
"GIPC2"
"IFI44L"
"IFI44"
"ADGRL2"
"LINC01362"
"LINC01725"
"TTLL7"
"PRKACB"
"SAMD13"
"RPF1"
"GNG5"
"SPATA1"
"CTBS"
"SSX2IP"
"MCOLN2"
"DNAI3"
"SYDE2"
"C1orf52"
"BCL10"
"BCL10-AS1"
"DDAH1"
"CCN1"
"ZNHIT6"
"COL24A1"
"ODF2L"
"CLCA1"
"CLCA4"
"CLCA4-AS1"
"SH3GLB1"
"SELENOF"
"HS2ST1"
"LMO4"
"PKN2-AS1"
"PKN2"
"GTF2B"
"KYAT3"
"GBP3"
"GBP1"
"GBP2"
"LRRC8B"
"LRRC8D"
"ZNF326"
"ZNF644"
"CDC7"
"TGFBR3"
"BTBD8"
"GLMN"
"RPAP2"
"EVI5"
"RPL5"
"DIPK1A"
"MTF2"
"TMED5"
"CCDC18"
"DR1"
"FNBP1L"
"BCAR3"
"BCAR3-AS1"
"DNTTIP2"
"GCLM"
"ARHGAP29"
"ABCD3"
"F3"
"SLC44A3"
"CNN3"
"CNN3-DT"
"ALG14"
"TLCD4-RWDD3"
"PTBP2"
"DPYD"
"SNX7"
"PLPPR5-AS1"
"FRRS1"
"AGL"
"SASS6"
"TRMT13"
"DBT"
"RTCA"
"CDC14A"
"EXTL2"
"SLC30A7"
"DPH5"
"DPH5-DT"
"RNPC3"
"AMY2B"
"VAV3"
"SLC25A24"
"EEIG2"
"HENMT1"
"PRPF38B"
"STXBP3"
"ENSG00000274068"
"GPSM2"
"WDR47"
"TAF13"
"TMEM167B"
"ELAPOR1"
"SARS1"
"SORT1"
"PSMA5"
"CYB561D1"
"GNAI3"
"AMPD2"
"GSTM4"
"EPS8L3"
"AHCYL1"
"STRIP1"
"KCNC4"
"RBM15"
"SLC16A4"
"ENSG00000273373"
"LAMTOR5"
"CD53"
"LRIF1"
"DRAM2"
"CEPT1"
"DENND2D"
"WDR77"
"ATP5PB"
"RAP1A"
"DDX20"
"KCND3"
"LINC02884"
"CTTNBP2NL"
"WNT2B"
"ST7L"
"CAPZA1"
"MOV10"
"RHOC"
"SLC16A1"
"SLC16A1-AS1"
"LRIG2"
"MAGI3"
"PHTF1"
"RSBN1"
"PTPN22"
"AP4B1-AS1"
"BCL2L15"
"AP4B1"
"HIPK1"
"TRIM33"
"BCAS2"
"DENND2C"
"NRAS"
"CSDE1"
"SIKE1"
"TSPAN2"
"VANGL1"
"SLC22A15"
"ATP1A1"
"LINC01762"
"CD58"
"IGSF3"
"CD2"
"PTGFRN"
"CD101-AS1"
"TTF2"
"MAN1A2"
"TENT5C"
"GDAP2"
"WDR3"
"WARS2"
"WARS2-AS1"
"HMGCS2"
"REG4"
"NOTCH2"
"SEC22B"
"NBPF26"
"LINC00623"
"SRGAP2C"
"LINC02798"
"LINC02591"
"NBPF15"
"ENSG00000224363"
"SRGAP2B"
"NBPF20"
"GPR89A"
"PDZK1"
"RNF115"
"POLR3C"
"PEX11B"
"RBM8A"
"TXNIP"
"NBPF10"
"NBPF12"
"PRKAB2"
"ENSG00000237188"
"FMO5"
"CHD1L"
"LINC00624"
"BCL9"
"ACP6"
"GPR89B"
"NBPF11"
"ENSG00000227733"
"NBPF14"
"PDE4DIP"
"NBPF9"
"ENSG00000274265"
"NBPF19"
"SF3B4"
"MTMR11"
"OTUD7B"
"VPS45"
"PLEKHO1"
"ANP32E"
"APH1A"
"C1orf54"
"MRPS21"
"PRPF3"
"RPRD2"
"TARS2"
"MCL1"
"ENSA"
"GOLPH3L"
"CTSS"
"CTSK"
"ARNT"
"SETDB1"
"CERS2"
"MINDY1"
"PRUNE1"
"CDC42SE1"
"GABPB2"
"SCNM1"
"VPS72"
"PIP5K1A"
"PSMD4"
"PI4KB"
"SELENBP1"
"PSMB4"
"POGZ"
"CGN"
"TUFT1"
"SNX27"
"MRPL9"
"RORC"
"THEM4"
"S100A10"
"S100A11"
"S100A6"
"S100A4"
"S100A16"
"S100A14"
"S100A13"
"CHTOP"
"ILF2"
"INTS3"
"GATAD2B"
"DENND4B"
"CRTC2"
"SLC39A1"
"CREB3L4"
"JTB"
"RAB13"
"RPS27"
"TPM3"
"C1orf43"
"UBAP2L"
"HAX1"
"ATP8B2"
"IL6R"
"UBE2Q1"
"ADAR"
"KCNN3"
"PMVK"
"PBXIP1"
"PYGO2"
"FLAD1"
"ZBTB7B"
"ADAM15"
"EFNA1"
"SLC50A1"
"DPM3"
"THBS3"
"MTX1"
"GBA1"
"SCAMP3"
"CLK2"
"HCN3"
"FDPS"
"RUSC1"
"ASH1L"
"MSTO1"
"YY1AP1"
"DAP3"
"GON4L"
"RIT1"
"KHDC4"
"ARHGEF2"
"SSR2"
"UBQLN4"
"LAMTOR2"
"RAB25"
"LMNA"
"SEMA4A"
"SLC25A44"
"SMG5"
"GLMP"
"CCT3"
"MEF2D"
"IQGAP3"
"GPATCH4"
"ISG20L2"
"METTL25B"
"MRPL24"
"HDGF"
"PRCC"
"ARHGEF11"
"ETV3"
"FCRL5"
"FCRL2"
"FCRL1"
"KIRREL1"
"PYHIN1"
"IFI16"
"AIM2"
"TAGLN2"
"IGSF9"
"LINC01133"
"IGSF8"
"DCAF8"
"ENSG00000258465"
"COPA"
"NCSTN"
"SLAMF6"
"ITLN1"
"F11R"
"ENSG00000270149"
"USF1"
"ARHGAP30"
"NECTIN4"
"PFDN2"
"NIT1"
"DEDD"
"UFC1"
"B4GALT3"
"NDUFS2"
"SDHC"
"ENSG00000283696"
"DUSP12"
"ATF6"
"NOS1AP"
"UHMK1"
"UAP1"
"DDR2"
"HSD17B7"
"RGS5"
"NUF2"
"PBX1"
"MGST3"
"ALDH9A1"
"TMCO1"
"UCK2"
"FAM78B"
"POGK"
"TADA1"
"ILDR2"
"GPA33"
"POU2F1"
"CD247"
"CREG1"
"RCSD1"
"MPZL1"
"MPC2"
"DCAF6"
"TIPRL"
"SFT2D2"
"TBX19"
"ENSG00000228697"
"LINC00970"
"ATP1B1"
"NME7"
"BLZF1"
"SLC19A2"
"FIRRM"
"SCYL3"
"KIFAP3"
"GORAB"
"FMO4"
"PRRC2C"
"VAMP4"
"METTL13"
"DNM3"
"PIGC"
"SUCO"
"PRDX6-AS1"
"PRDX6"
"KLHL20"
"CENPL"
"DARS2"
"ZBTB37"
"RC3H1"
"RABGAP1L"
"CACYBP"
"MRPS14"
"KIAA0040"
"COP1"
"PAPPA2"
"SEC16B"
"RASAL2"
"RALGPS2"
"ANGPTL1"
"FAM20B"
"TOR3A"
"ABL2"
"SOAT1"
"AXDND1"
"TDRD5"
"TOR1AIP2"
"TOR1AIP1"
"CEP350"
"QSOX1"
"ACBD6"
"XPR1"
"STX6"
"MR1"
"IER5"
"LINC01344"
"GLUL"
"RNASEL"
"NPL"
"DHX9"
"LAMC1"
"LAMC2"
"SMG7"
"ARPC5"
"RGL1"
"TSEN15"
"C1orf21"
"EDEM3"
"NIBAN1"
"RNF2"
"TRMT1L"
"SWT1"
"IVNS1ABP"
"HMCN1"
"TPR"
"ODR4"
"PDC-AS1"
"PLA2G4A"
"LINC01036"
"BRINP3"
"ENSG00000285280"
"RGS1"
"RGS13"
"RGS2"
"UCHL5"
"RO60"
"GLRX2"
"CDC73"
"CFH"
"ASPM"
"ZBTB41"
"CRB1"
"DENND1B"
"NEK7"
"PTPRC"
"MIR181A1HG"
"NR5A2"
"LINC00862"
"ZNF281"
"KIF14"
"DDX59"
"CAMSAP2"
"INAVA"
"KIF21B"
"TMEM9"
"LAD1"
"CSRP1"
"CSRP1-AS1"
"NAV1"
"IPO9-AS1"
"IPO9"
"LMOD1"
"TIMM17A"
"RNPEP"
"ELF3-AS1"
"ELF3"
"ARL8A"
"LGR6"
"PPP1R12B"
"KDM5B"
"RABIF"
"KLHL12"
"ADIPOR1"
"CYB5R1"
"TMEM183A"
"BTG2"
"ATP2B4"
"SNRPE"
"SOX13"
"GOLT1A"
"PLEKHA6"
"PPP1R15B-AS1"
"PPP1R15B"
"PIK3C2B"
"MDM4"
"LRRN2"
"NFASC"
"RBBP5"
"DSTYK"
"NUAK2"
"LEMD1"
"CDK18"
"MFSD4A"
"ELK4"
"SLC45A3"
"NUCKS1"
"RHEX"
"SRGAP2"
"IKBKE"
"RASSF5"
"EIF2D"
"MAPKAPK2"
"FCMR"
"PIGR"
"C1orf116"
"PFKFB2"
"YOD1"
"C4BPB"
"CD55"
"CR2"
"CR1"
"CD46"
"MIR29B2CHG"
"PLXNA2"
"LAMB3"
"TRAF3IP3"
"IRF6"
"UTP25"
"HHAT"
"RCOR3"
"TRAF5"
"LINC00467"
"SLC30A1"
"LPGAT1"
"INTS7"
"DTL"
"PPP2R5A"
"PACC1"
"NENF"
"ATF3"
"NSL1"
"TATDN3"
"FLVCR1"
"ANGEL2"
"RPS6KC1"
"PROX1"
"SMYD2"
"PTPN14"
"CENPF"
"KCTD3"
"ESRRG"
"GPATCH2"
"SPATA17"
"RRP15"
"LYPLAL1"
"ZC3H11B"
"SLC30A10"
"EPRS1"
"BPNT1"
"IARS2"
"RAB3GAP2"
"MARK1"
"C1orf115"
"MTARC2"
"MTARC1"
"DUSP10"
"ENSG00000276997"
"TAF1A"
"MIA3"
"AIDA"
"BROX"
"FAM177B"
"ENSG00000278610"
"CAPN8"
"CAPN2"
"TP53BP2"
"FBXO28"
"NVL"
"CNIH4"
"WDR26"
"CNIH3"
"DNAH14"
"LBR"
"ENAH"
"SRP9"
"EPHX1"
"ENSG00000242861"
"TMEM63A"
"LEFTY1"
"SDE2"
"H3-3A"
"ACBD3"
"LIN9"
"PARP1"
"STUM"
"ITPKB"
"COQ8A"
"CDC42BPA"
"ZNF678"
"SNAP47"
"JMJD4"
"ARF1"
"C1orf35"
"MRPL55"
"GUK1"
"OBSCN"
"TRIM11"
"RNF187"
"RHOU"
"RAB4A"
"CCSAP"
"NUP133"
"ABCB10"
"TAF5L"
"URB2"
"GALNT2"
"COG2"
"CAPN9"
"TTC13"
"ARV1"
"C1orf131"
"GNPAT"
"SPRTN"
"EGLN1"
"TSNAX-DISC1"
"DISC1"
"SIPA1L2"
"NTPCR"
"PCNX2"
"MAP3K21"
"KCNK1"
"COA6"
"TARBP1"
"IRF2BP2"
"TOMM20"
"ARID4B"
"B3GALNT2"
"GNG4"
"LYST"
"NID1"
"GPR137B"
"ERO1B"
"LGALS8"
"ENSG00000230325"
"HEATR1"
"MTR"
"RYR2"
"CHRM3"
"FMN2"
"GREM2"
"FH"
"OPN3"
"CEP170"
"SDCCAG8"
"AKT3"
"ZBTB18"
"ENSG00000240963"
"ADSS2"
"CATSPERE"
"DESI2"
"COX20"
"HNRNPU"
"EFCAB2"
"KIF26B"
"SMYD3"
"TFB2M"
"CNST"
"SCCPDH"
"AHCTF1"
"ZNF124"
"ENSG00000259865"
"ZNF496"
"ENSG00000235749"
"OR2T12"
"LYPD8"
"SH3BP5L"
"ZNF672"
"ZNF692"
"PGBD2"
"FAM110C"
"SH3YL1"
"ACP1"
"TMEM18"
"SNTG2"
"PXDN"
"EIPR1"
"TRAPPC12"
"ADI1"
"ENSG00000255767"
"RPS7"
"RSAD2"
"RNF144A"
"LINC00299"
"ID2-AS1"
"ID2"
"KIDINS220"
"MBOAT2"
"ASAP2"
"ITGB1BP1"
"CPSF3"
"IAH1"
"ADAM17"
"YWHAQ"
"TAF1B"
"HPCAL1"
"ODC1"
"NOL10"
"PDIA6"
"SLC66A3"
"ROCK2"
"E2F6"
"LPIN1"
"MIR3681HG"
"LINC00276"
"LRATD1"
"NBAS"
"DDX1"
"CYRIA"
"VSNL1"
"SMC6"
"GEN1"
"KCNS3"
"RDH14"
"LINC01376"
"TTC32"
"WDR35"
"LAPTM4A"
"ENSG00000234378"
"SDC1"
"PUM2"
"RHOB"
"HS1BP3"
"LDAH"
"KLHL29"
"ATAD2B"
"UBXN2A"
"SF3B6"
"FAM228B"
"TP53I3"
"ITSN2"
"NCOA1"
"CENPO"
"ADCY3"
"DNAJC27"
"EFR3B"
"DNMT3A"
"DTNB"
"ASXL2"
"RAB10"
"HADHA"
"HADHB"
"SELENOI"
"CENPA"
"MAPRE3"
"TMEM214"
"AGBL5"
"OST4"
"PREB"
"SLC5A6"
"ATRAID"
"CAD"
"MPV17"
"GTF3C2"
"GTF3C2-AS2"
"EIF2B4"
"SNX17"
"ZNF513"
"PPM1G"
"NRBP1"
"KRTCAP3"
"IFT172"
"ZNF512"
"GPN1"
"SUPT7L"
"SLC4A1AP"
"MRPL33"
"RBKS"
"BABAM2"
"FOSL2"
"PLB1"
"PPP1CB"
"SPDYA"
"TRMT61B"
"WDR43"
"CLIP4"
"YPEL5"
"LCLAT1"
"CAPN13"
"XDH"
"MEMO1"
"DPY30"
"SPAST"
"SLC30A6"
"YIPF4"
"BIRC6"
"TTC27"
"LINC00486"
"LTBP1"
"RASGRP3"
"FAM98A"
"CRIM1"
"FEZ2"
"STRN"
"HEATR5B"
"GPATCH11"
"EIF2AK2"
"CEBPZOS"
"CEBPZ"
"NDUFAF7"
"PRKD3"
"CDC42EP3"
"RMDN2"
"CYP1B1-AS1"
"ATL2"
"HNRNPLL"
"GALM"
"SRSF7"
"DHX57"
"SOS1"
"MAP4K3"
"MAP4K3-DT"
"TMEM178A"
"THUMPD2"
"SLC8A1-AS1"
"SLC8A1"
"PKDCC"
"EML4"
"COX7A2L"
"KCNG3"
"MTA3"
"HAAO"
"LINC01819"
"ZFP36L2"
"THADA"
"PLEKHH2"
"DYNC2LI1"
"LRPPRC"
"PPM1B"
"SLC3A1"
"PREPL"
"CAMKMT"
"SRBD1"
"PRKCE"
"EPAS1"
"RHOQ"
"PIGF"
"CRIPT"
"SOCS5"
"MCFD2"
"TTC7A"
"EPCAM-DT"
"EPCAM"
"MSH2"
"MSH6"
"FBXO11"
"FOXN2"
"PPP1R21"
"STON1-GTF2A1L"
"ENSG00000282890"
"NRXN1"
"ENSG00000270898"
"ERLEC1"
"PSME4"
"ACYP2"
"SPTBN1"
"EML6"
"RTN4"
"CLHC1"
"RPS27A"
"MTIF2"
"ENSG00000240401"
"CCDC88A"
"CFAP36"
"PPP4R3B"
"PNPT1"
"CCDC85A"
"VRK2"
"FANCL"
"ENSG00000271955"
"BCL11A"
"PAPOLG"
"REL"
"PUS10"
"PEX13"
"SANBR"
"USP34"
"USP34-DT"
"XPO1"
"FAM161A"
"CCT4"
"COMMD1"
"B3GNT2"
"EHBP1"
"WDPCP"
"MDH1"
"UGP2"
"VPS54"
"PELI1"
"LGALSL-DT"
"LGALSL"
"AFTPH"
"SERTAD2"
"SLC1A4"
"LINC02576"
"CEP68"
"RAB1A"
"ACTR2"
"SPRED2"
"MEIS1"
"LINC01798"
"ETAA1"
"C1D"
"PNO1"
"APLF"
"ARHGAP25"
"ANTXR1"
"GFPT1"
"NFU1"
"AAK1"
"ANXA4"
"GMCL1"
"SNRNP27"
"MXD1"
"PCBP1"
"C2orf42"
"PCYOX1"
"SNRPG"
"FAM136A"
"TGFA"
"NAGK"
"MCEE"
"MPHOSPH10"
"PAIP2B"
"ZNF638"
"EXOC6B"
"SPR"
"SFXN5"
"RAB11FIP5"
"SMYD5"
"CCT7"
"ALMS1"
"TPRKB"
"DUSP11"
"STAMBP"
"ACTG2"
"DGUOK"
"DGUOK-AS1"
"TET3"
"MOB1A"
"MTHFD2"
"ENSG00000264324"
"DCTN1"
"RTKN"
"MOGS"
"CCDC142"
"TTC31"
"DQX1"
"AUP1"
"HK2"
"POLE4"
"EVA1A"
"EVA1A-AS"
"MRPL19"
"GCFC2"
"LRRTM4"
"REG1A"
"CTNNA2"
"SUCLG1"
"DNAH6"
"TRABD2A"
"TMSB10"
"KCMF1"
"TCF7L1"
"TGOLN2"
"RETSAT"
"ELMOD3"
"CAPG"
"MAT2A"
"GGCX"
"VAMP8"
"USP39"
"C2orf68"
"ATOH8"
"ST3GAL5"
"POLR1A"
"PTCD3"
"IMMT"
"MRPL35"
"REEP1"
"KDM3A"
"CHMP3"
"RNF103-CHMP3"
"RMND5A"
"CYTOR"
"KRCC1"
"FABP1"
"THNSL2"
"EIF2AK3"
"RPIA"
"IGKC"
"MRPS5"
"ZNF514"
"ZNF892"
"PROM2"
"FAHD2A"
"LINC00342"
"ANKRD36C"
"STARD7"
"TMEM127"
"CIAO1"
"SNRNP200"
"NCAPH"
"ARID5A"
"KANSL3"
"LMAN2L"
"CNNM4"
"CNNM3"
"ANKRD23"
"SEMA4C"
"ANKRD36"
"APPAT"
"ENSG00000278766"
"ANKRD36B"
"COX5B"
"ACTR1B"
"C2orf92"
"ZAP70"
"TMEM131"
"INPP4A"
"COA5"
"UNC50"
"MGAT4A"
"CRACDL"
"TSGA10"
"ENSG00000241962"
"MITD1"
"TXNDC9"
"EIF5B"
"REV1"
"AFF3"
"NPAS2"
"RPL31"
"TBC1D8"
"CNOT11"
"RNF149"
"MAP4K4"
"IL1R2"
"IL1R1"
"IL1RL2"
"IL18R1"
"SLC9A2"
"MFSD9"
"TMEM182"
"MRPS9"
"TGFBRAP1"
"C2orf49"
"FHL2"
"NCK2"
"UXS1"
"ST6GAL2"
"LINC01594"
"SULT1C2"
"GCC2"
"GCC2-AS1"
"LIMS1"
"RANBP2"
"CCDC138"
"EDAR"
"SH3RF3"
"SEPTIN10"
"SOWAHC"
"MALL"
"LINC01106"
"BUB1"
"ACOXL"
"MIR4435-2HG"
"BCL2L11"
"ANAPC1"
"MERTK"
"TMEM87B"
"ZC3H8"
"ZC3H6"
"RGPD8"
"TTL"
"POLR1B"
"SLC20A1"
"CKAP2L"
"PSD4"
"PAX8"
"ZNG1B"
"RABL2A"
"LINC02936"
"SLC35F5"
"ACTR3"
"DPP10"
"DDX18"
"CCDC93"
"INSIG2"
"STEAP3"
"C2orf76"
"DBI"
"TMEM37"
"PTPN4"
"EPB41L5"
"ENSG00000224789"
"RALB"
"TFCP2L1"
"CLASP1"
"NIFK-AS1"
"NIFK"
"TSN"
"GYPC"
"BIN1"
"ERCC3"
"MAP3K2"
"IWS1"
"ENSG00000231731"
"MYO7B"
"LIMS2"
"WDR33"
"POLR2D"
"AMMECR1L"
"SAP130"
"UGGT1"
"HS6ST1"
"SMPD4"
"MZT2B"
"IMP4"
"PTPN18"
"FAM168B"
"PLEKHB2"
"MZT2A"
"ANKRD30BL"
"GPR39"
"NCKAP5"
"MGAT5"
"TMEM163"
"CCNT2-AS1"
"CCNT2"
"RAB3GAP1"
"ZRANB3"
"R3HDM1"
"UBXN4"
"MCM6"
"DARS1"
"CXCR4"
"HNMT"
"SPOPL-DT"
"SPOPL"
"LRP1B"
"KYNU"
"ARHGAP15"
"GTDC1"
"ZEB2"
"ACVR2A"
"ORC4"
"MBD5"
"EPC2"
"KIF5C-AS1"
"LYPD6B"
"LYPD6"
"MMADHC"
"MMADHC-DT"
"RND3"
"NMI"
"RIF1"
"NEB"
"ARL5A"
"CACNB4"
"STAM2"
"FMNL2"
"PRPF40A"
"ARL6IP6"
"KCNJ3"
"LINC01876"
"NR4A2"
"GPD2"
"GALNT5"
"CYTIP"
"ACVR1C"
"ACVR1"
"UPP2"
"CCDC148"
"PKP4"
"TANC1"
"WDSUB1"
"BAZ2B"
"ENSG00000226266"
"MARCHF7"
"PLA2R1"
"ITGB6"
"RBMS1"
"TANK"
"PSMD14"
"SLC4A10"
"DPP4"
"IFIH1"
"GCA"
"GRB14"
"COBLL1"
"ENSG00000236283"
"SLC38A11"
"CSRNP3"
"GALNT3"
"ENSG00000235192"
"ENSG00000229195"
"TTC21B"
"SCN1A-AS1"
"SCN9A"
"SCN7A"
"ENSG00000228222"
"STK39"
"CERS6"
"NOSTRIN"
"SPC25"
"ABCB11"
"DHRS9"
"FASTKD1"
"PPIG"
"KLHL23"
"SSB"
"METTL5"
"UBR3"
"MYO3B"
"ENSG00000213981"
"GORASP2"
"TLK1"
"METTL8"
"DCAF17"
"CYBRD1"
